min_value,max_value,,
-2.78929257392883,2.90808820724487,,
-3.08974957466125,3.91275095939636,,
-3.30974411964416,3.81288981437683,,
-3.72960615158081,3.5359148979187,,
-6.11934041976929,3.02960681915283,,
-3.43994212150574,4.96280908584595,,
-2.64024662971497,2.50005650520325,,
-1.58468079566956,1.99642515182495,,
-1.52867937088013,2.69450449943542,,
-2.39270544052124,1.70517241954803,,
-3.76255965232849,3.15655708312988,,
-4.30993127822876,3.0166437625885,,
-2.22846007347107,2.18610048294067,,
-4.2871675491333,4.34966707229614,,
-2.23160672187805,3.66800737380981,,
-1.67781245708466,1.60347497463226,,
-3.64655041694641,5.51916742324829,,
-2.6403591632843,4.34996509552002,,
-1.43557393550873,1.36244022846222,,
-4.21723556518555,1.98444533348084,,
-5.95341062545776,3.61243176460266,,
-4.04327726364136,2.53705358505249,,
-2.19037771224976,1.85919427871704,,
-3.30765390396118,4.98610639572144,,
-2.34330463409424,2.96089601516724,,
-2.32648324966431,2.9113597869873,,
-2.63728332519531,2.86813879013062,,
-3.34175252914429,5.33361959457397,,
-1.89221286773682,2.89085364341736,,
-3.96301126480103,2.84332799911499,,
-4.05157423019409,3.20615482330322,,
-2.89256691932678,4.49656677246094,,
-2.32795548439026,1.96312868595123,,
-3.4218475818634,3.45233654975891,,
-3.16290044784546,2.51156830787659,,
-5.36688661575317,4.85625123977661,,
-2.7165310382843,3.61972713470459,,
-2.98693895339966,3.58971047401428,,
-2.62412095069885,3.32002520561218,,
-2.61650943756104,3.57522487640381,,
-2.59433197975159,3.00263118743896,,
-3.24059581756592,1.99021732807159,,
-1.37677037715912,1.89828896522522,,
-2.75250196456909,3.29505300521851,,
-3.01215839385986,4.06640291213989,,
-1.55979466438293,2.41238975524902,,
-2.39705920219421,1.9174861907959,,
-4.51775360107422,7.3937292098999,,
-1.38930070400238,2.24766111373901,,
-2.18799591064453,3.80246591567993,,
-1.82935440540314,1.97439122200012,,
-1.55356907844543,1.98845911026001,,
-4.67541313171387,5.9261679649353,,
-2.73123836517334,1.68602693080902,,
-2.71088123321533,2.27683687210083,,
-2.14546728134155,2.72133564949036,,
-1.45340466499329,1.22270774841309,,
-6.58984184265137,4.22391366958618,,
-2.16885948181152,1.76740491390228,,
-3.36579251289368,3.43477392196655,,
-1.85527312755585,4.10514259338379,,
-3.49008750915527,5.03623676300049,,
-2.99867081642151,2.02432703971863,,
-3.60004925727844,4.98494863510132,,
-3.15177130699158,1.82777523994446,,
-2.83234930038452,1.43074727058411,,
-3.63221621513367,2.55510568618774,,
-4.3831582069397,3.06823778152466,,
-2.46097707748413,2.62483692169189,,
-1.79120707511902,2.880211353302,,
-2.98064565658569,4.77758169174194,,
-2.58364820480347,2.85971307754517,,
-3.66229367256165,4.55336952209473,,
-1.97435140609741,2.42068481445312,,
-1.73481595516205,2.53453683853149,,
-4.18356418609619,2.86243605613708,,
-3.07103133201599,1.67952919006348,,
-2.05941939353943,1.36245048046112,,
-3.35279846191406,3.88752341270447,,
-2.68211817741394,2.88633584976196,,
-2.31971836090088,2.66549611091614,,
-3.69481778144836,5.73016214370728,,
-1.39857387542725,1.34709131717682,,
-1.5506694316864,3.12884092330933,,
-2.9786651134491,2.80669689178467,,
-4.99113607406616,4.32622861862183,,
-2.49895668029785,1.76156091690063,,
-3.32476878166199,2.45047807693481,,
-5.39405870437622,3.56632423400879,,
-2.06274890899658,2.48405528068542,,
-1.67369246482849,2.63015127182007,,
-2.0025999546051,3.11997079849243,,
-2.52088046073914,4.13255929946899,,
-3.68017506599426,2.71482801437378,,
-2.49459552764893,1.42180502414703,,
-1.58942294120789,1.74746179580688,,
-1.92293477058411,3.91733860969543,,
-4.75923776626587,5.95312929153442,,
-2.11173844337463,2.935950756073,,
-2.67882561683655,3.69385623931885,,
-2.9450261592865,3.81312894821167,,
-4.00073528289795,4.6259069442749,,
-3.18160510063171,1.58579647541046,,
-2.61221313476562,1.6511777639389,,
-2.01172518730164,3.68998861312866,,
-3.5899555683136,4.43781566619873,,
-2.58260464668274,2.7699990272522,,
-2.31459951400757,2.49016809463501,,
-1.93909847736359,1.48289775848389,,
-3.80056977272034,4.88278436660767,,
-2.15225696563721,2.4975278377533,,
-1.53336250782013,2.31105780601501,,
-1.75816857814789,2.22937870025635,,
-4.30876159667969,4.49376440048218,,
-3.79175639152527,3.02742862701416,,
-1.85527765750885,1.07697772979736,,
-5.07258462905884,4.39631175994873,,
-3.62990164756775,3.48609209060669,,
-2.1623330116272,1.37227594852448,,
-2.55974078178406,2.12477326393127,,
-2.65714883804321,4.31376218795776,,
-4.8804612159729,5.56873941421509,,
-2.55815196037292,3.81946802139282,,
-2.06786608695984,2.77677917480469,,
-3.42826676368713,2.14519929885864,,
-2.87525749206543,4.06307744979858,,
-2.93873333930969,2.03632116317749,,
-2.55357193946838,3.14642024040222,,
-3.50593948364258,1.77671599388123,,
-1.1270637512207,1.34179365634918,,
-1.35160601139069,2.5106840133667,,
-2.76173520088196,3.26208257675171,,
-2.07051229476929,2.51381850242615,,
-2.34552097320557,2.683513879776,,
-3.68154072761536,4.34075212478638,,
-3.61648535728455,4.53370428085327,,
-2.19533467292786,3.25985741615295,,
-3.13701748847961,3.29059505462646,,
-1.3947981595993,1.43768286705017,,
-2.0725691318512,2.75732231140137,,
-3.21585726737976,2.44150876998901,,
-2.29289126396179,3.56811690330505,,
-2.44675827026367,3.36538410186768,,
-3.36023902893066,4.58611059188843,,
-2.97618842124939,5.61841106414795,,
-2.97608637809753,3.96327877044678,,
-5.85504627227783,4.16898393630981,,
-3.40278935432434,2.71045923233032,,
-3.97601723670959,4.70121908187866,,
-3.14566087722778,2.10739254951477,,
-3.72156500816345,3.31528997421265,,
-3.84785079956055,3.20508766174316,,
-2.14384889602661,2.6399028301239,,
-4.48643302917481,4.04218292236328,,
-4.34147024154663,3.74480795860291,,
-1.79743719100952,2.07120037078857,,
-2.09332776069641,1.84074997901917,,
-4.28962135314941,5.3835940361023,,
-2.19956350326538,2.47741508483887,,
-2.61659049987793,2.98495721817017,,
-1.92317295074463,2.53629922866821,,
-2.1875422000885,3.11617207527161,,
-2.76229763031006,2.78901839256287,,
-2.60736513137817,2.7658896446228,,
-3.31301188468933,2.24676918983459,,
-1.93992495536804,1.78127288818359,,
-2.76673722267151,1.85221588611603,,
-1.22459948062897,2.6313169002533,,
-3.19948196411133,4.68763494491577,,
-3.92907857894897,3.14428186416626,,
-1.21342206001282,2.30513691902161,,
-1.69201993942261,1.86133027076721,,
-6.54273176193237,4.5376763343811,,
-4.26922273635864,1.71296143531799,,
-4.29032278060913,2.56587147712708,,
-3.10077428817749,5.50321769714356,,
-4.39669942855835,2.79583311080933,,
-5.9339861869812,6.22365808486939,,
-2.4410092830658,4.63417768478394,,
-2.86469912528992,2.72107648849487,,
-1.4611508846283,1.58343434333801,,
-2.90135884284973,3.93173980712891,,
-2.72254323959351,2.33772277832031,,
-3.34006810188293,4.01087236404419,,
-3.12193036079407,4.27955770492554,,
-1.78273868560791,2.8853747844696,,
-4.62677526473999,4.66364240646362,,
-1.96238005161285,1.57917881011963,,
-3.05239701271057,2.76054048538208,,
-2.96129870414734,2.60399985313416,,
-3.04946613311768,4.20978546142578,,
-3.80106735229492,5.1154465675354,,
-3.39357542991638,2.16941571235657,,
-2.41165089607239,2.31036424636841,,
-1.58766615390778,1.9321985244751,,
-1.98893940448761,2.73194551467895,,
-1.93364572525024,2.07430601119995,,
-3.93817591667175,3.7930588722229,,
-2.50875186920166,3.28258800506592,,
-5.54865598678589,2.51958799362183,,
-3.92409443855286,3.49676036834717,,
-4.96997690200806,2.81796073913574,,
-2.54592537879944,2.48112225532532,,
-3.0286386013031,3.41028451919556,,
-2.73426127433777,3.22500085830688,,
-2.97281908988953,1.63912963867188,,
-3.61453080177307,3.92271137237549,,
-2.33226180076599,2.97050046920776,,
-2.38216614723206,3.41425395011902,,
-2.97829866409302,4.24687433242798,,
-1.75932741165161,3.80440545082092,,
-1.38706314563751,1.60205399990082,,
