Min,MAX,
-1.90052175521851,1.97770953178406,Truncation=1
-1.92812669277191,1.9569411277771,
-1.9308819770813,1.97120952606201,
-1.80044054985046,1.83984541893005,
-1.99359464645386,1.94554495811462,
-1.9633059501648,1.89882957935333,
-1.94237959384918,1.9826055765152,
-1.95454812049866,1.89805436134338,
-1.94360256195068,1.94500160217285,
-1.85618233680725,1.90340781211853,
-1.98221206665039,1.83353567123413,
-1.62771153450012,1.98814916610718,
-1.991419672966,1.91581010818481,
-1.94648563861847,1.95532941818237,
-1.92273938655853,1.94032967090607,
-1.9149796962738,1.74420917034149,
-1.93683743476868,1.89784514904022,
-1.85057318210602,1.82901310920715,
-1.91513168811798,1.9078860282898,
-1.97591924667358,1.86637902259827,
-1.97514379024506,1.73243272304535,
-1.82157170772553,1.87038040161133,
-1.96722507476807,1.84519517421722,
-1.91953110694885,1.70292842388153,
-1.8745254278183,1.90179586410522,
-1.96954655647278,1.7050256729126,
-1.80403995513916,1.78799140453339,
-1.87514770030975,1.93533778190613,
-1.93598687648773,1.91535699367523,
-1.78637301921844,1.82990717887878,
-1.98845505714417,1.93547594547272,
-1.92738425731659,1.80226123332977,
-1.90912783145905,1.92638862133026,
-1.959552526474,1.98356330394745,
-1.81599771976471,1.97108840942383,
-1.87487661838532,1.96100413799286,
-1.94339883327484,1.75180721282959,
-1.91319859027863,1.87121558189392,
-1.88043820858002,1.87078452110291,
-1.84178876876831,1.9361275434494,
-1.87340140342712,1.88657677173615,
-1.94981610774994,1.82544231414795,
-1.79153645038605,1.91444396972656,
-1.98281598091126,1.94847440719605,
-1.83873641490936,1.95829665660858,
-1.99489402770996,1.90550029277802,
-1.73834121227264,1.59550368785858,
-1.74461817741394,1.63446474075317,
-1.89165818691254,1.9841616153717,
-1.98722648620605,1.93585228919983,
-1.90607595443726,1.95088267326355,
-1.97103250026703,1.98982620239258,
-1.96359264850616,1.96364486217499,
-1.88349831104279,1.93499422073364,
-1.90092360973358,1.87854492664337,
-1.81636834144592,1.98924422264099,
-1.87868201732636,1.79398000240326,
-1.99509918689728,1.96231949329376,
-1.86641538143158,1.92385160923004,
-1.91651844978333,1.90027284622192,
-1.98739147186279,1.91886281967163,
-1.96753919124603,1.86526942253113,
-1.98002755641937,1.70716047286987,
-1.95648288726807,1.78726267814636,
-1.93142902851105,1.94503486156464,
-1.86948764324188,1.96646642684937,
-1.96198785305023,1.88641750812531,
-1.84285521507263,1.9604583978653,
-1.85533344745636,1.8518933057785,
-1.77093756198883,1.92981243133545,
-1.97241044044495,1.89534020423889,
-1.93747842311859,1.8009729385376,
-1.76471483707428,1.94666063785553,
-1.91351580619812,1.98302114009857,
-1.88040900230408,1.93406224250793,
-1.97038733959198,1.84604477882385,
-1.99040830135345,1.94545149803162,
-1.80093359947205,1.7538605928421,
-1.99364483356476,1.96726703643799,
-1.93240177631378,1.71624386310577,
-1.76376867294312,1.97082591056824,
-1.85358929634094,1.92151200771332,
-1.92498123645782,1.80357825756073,
-1.80458045005798,1.98965775966644,
-1.68496870994568,1.82255518436432,
-1.80363202095032,1.9554078578949,
-1.93562054634094,1.85899829864502,
-1.92930364608765,1.9739396572113,
-1.82877898216248,1.93130004405975,
-1.98146617412567,1.9455406665802,
-1.8655823469162,1.74304449558258,
-1.81286132335663,1.99848198890686,
-1.78108775615692,1.97515094280243,
-1.89520478248596,1.92858374118805,
-1.83663332462311,1.93630969524384,
-1.88772785663605,1.97016489505768,
-1.87941944599152,1.92521810531616,
-1.99889886379242,1.88340497016907,
-1.63223302364349,1.98582077026367,
-1.61711549758911,1.73760867118835,
-1.85523867607117,1.99794256687164,
-1.89036250114441,1.97933101654053,
-1.96467089653015,1.9886519908905,
-1.68890285491943,1.9562531709671,
-1.85946798324585,1.91243517398834,
-1.63540530204773,1.86349451541901,
-1.8583117723465,1.94303047657013,
-1.93723559379578,1.86471855640411,
-1.96854257583618,1.66449284553528,
-1.80736398696899,1.96154475212097,
-1.85607004165649,1.71683084964752,
-1.96993017196655,1.99856650829315,
-1.93977856636047,1.95193374156952,
-1.99447858333588,1.86370575428009,
-1.93047153949738,1.93347752094269,
-1.91928005218506,1.8376293182373,
-1.97699928283691,1.98001480102539,
-1.95699346065521,1.96302247047424,
-1.98663914203644,1.91326761245728,
-1.8024514913559,1.97627186775208,
-1.95101630687714,1.97611367702484,
-1.93201780319214,1.75722599029541,
-1.87558555603027,1.98676681518555,
-1.99356043338776,1.89184379577637,
-1.95633149147034,1.84760284423828,
-1.8471508026123,1.92720758914948,
-1.89410781860352,1.9125839471817,
-1.99121153354645,1.98771560192108,
-1.92755031585693,1.91727519035339,
-1.82726669311523,1.74370753765106,
-1.88113653659821,1.93076598644257,
-1.99569034576416,1.88353788852692,
-1.8454726934433,1.69044375419617,
-1.84099721908569,1.96303462982178,
-1.9432053565979,1.82717275619507,
-1.9927591085434,1.61928963661194,
-1.8949077129364,1.96868920326233,
-1.95395278930664,1.90233337879181,
-1.87859272956848,1.71688282489777,
-1.91061782836914,1.95056188106537,
-1.95553421974182,1.90073072910309,
-1.71764922142029,1.72819876670837,
-1.96307682991028,1.91832315921783,
-1.84768438339233,1.90588891506195,
-1.92205846309662,1.92569494247437,
-1.74922049045563,1.95908868312836,
-1.99031043052673,1.98307549953461,
-1.97356998920441,1.86985445022583,
-1.75623953342438,1.91527247428894,
-1.94585371017456,1.95924699306488,
-1.96106576919556,1.62164497375488,
-1.91539573669434,1.89111268520355,
-1.92828559875488,1.87392771244049,
-1.97390937805176,1.7477765083313,
-1.89664471149445,1.83397376537323,
-1.93771064281464,1.87355411052704,
-1.72416388988495,1.80805718898773,
-1.7333756685257,1.95062947273254,
-1.91076159477234,1.90614211559296,
-1.74992263317108,1.93356251716614,
-1.93455040454865,1.75870621204376,
-1.98559582233429,1.88332390785217,
-1.96364235877991,1.80665898323059,
-1.90404951572418,1.88192367553711,
-1.81133270263672,1.76161181926727,
-1.98954272270203,1.88692164421082,
-1.87045466899872,1.97517478466034,
-1.84611678123474,1.7306911945343,
-1.79906415939331,1.91021192073822,
-1.99229633808136,1.85902190208435,
-1.88132405281067,1.90125119686127,
-1.88948690891266,1.90907120704651,
-1.95300805568695,1.82349932193756,
-1.70140504837036,1.89692342281342,
-1.65729916095734,1.86690509319305,
-1.87678349018097,1.90256464481354,
-1.91805577278137,1.84117937088013,
-1.92056751251221,1.96943092346191,
-1.92404401302338,1.99010694026947,
-1.88408064842224,1.86609530448914,
-1.96996200084686,1.91713809967041,
-1.98396265506744,1.67085003852844,
-1.68184149265289,1.85061943531036,
-1.83931016921997,1.8996399641037,
-1.94785332679749,1.59840655326843,
-1.94958233833313,1.78770661354065,
-1.99570691585541,1.94004487991333,
-1.88940060138702,1.80343317985535,
-1.94839084148407,1.94882893562317,
-1.94853961467743,1.75322353839874,
-1.89167666435242,1.92596745491028,
-1.99733972549438,1.98441004753113,
-1.77919948101044,1.97442722320557,
-1.92970037460327,1.98306059837341,
-1.95031535625458,1.9602302312851,
-1.93532264232636,1.85373783111572,
-1.99990940093994,1.99417424201965,
-1.83597791194916,1.94903075695038,
-1.88507783412933,1.91336011886597,
-1.98029243946075,1.89187335968018,
-1.97629070281982,1.98080813884735,
-1.92889702320099,1.72975051403046,
-1.61827838420868,1.96444129943848,
-1.92865991592407,1.97523391246796,
-1.83830893039703,1.96799218654633,
-1.93106925487518,1.97264349460602,
-1.93087494373322,1.99721312522888,
-1.99945485591888,1.96279168128967,
-1.71935737133026,1.99449789524078,
-1.85964953899384,1.94425690174103,
-1.89895629882813,1.72696042060852,
-1.74146270751953,1.96447002887726,
-1.90394771099091,1.94437527656555,
-1.91148257255554,1.88748180866241,
-1.985959649086,1.90021407604218,
-1.75301551818848,1.9886120557785,
-1.98888623714447,1.79862475395203,
-1.98990750312805,1.98496663570404,
-1.97413313388824,1.88554430007935,
-1.8621392250061,1.90701711177826,
-1.79584288597107,1.98357796669006,
-1.85858523845673,1.94872784614563,
-1.8983336687088,1.9641193151474,
-1.96727097034454,1.89901924133301,
-1.84487617015839,1.98918271064758,
-1.93000543117523,1.90276849269867,
-1.99175012111664,1.98532569408417,
-1.81840991973877,1.94052219390869,
-1.91658854484558,1.93548047542572,
-1.93060696125031,1.90644121170044,
-1.87021601200104,1.91641056537628,
-1.80962991714478,1.99811005592346,
-1.94334924221039,1.94773733615875,
-1.97209393978119,1.75732731819153,
-1.85372829437256,1.71461021900177,
-1.9586079120636,1.99858319759369,
-1.80922567844391,1.55240440368652,
-1.9193217754364,1.97693121433258,
-1.84754014015198,1.77178573608398,
-1.82786846160889,1.96339511871338,
-1.87213551998138,1.73718512058258,
-1.99591851234436,1.98939251899719,
-1.71548783779144,1.99761569499969,
-1.9771500825882,1.90063095092773,
-1.9391622543335,1.82282102108002,
-1.72804665565491,1.93766570091248,
-1.99613106250763,1.9912828207016,
-1.91908645629883,1.90509331226349,
-1.86858582496643,1.93809247016907,
-1.95369553565979,1.97006583213806,
-1.70990347862244,1.89811062812805,
-1.91026639938355,1.86326920986176,
-1.86435580253601,1.93812227249146,
-1.70164000988007,1.99446821212769,
-1.84411215782166,1.71675586700439,
-1.999715924263,1.90207886695862,
-1.92864620685577,1.94885194301605,
-1.78269004821777,1.89934313297272,
-1.68342125415802,1.79731273651123,
-1.94380605220795,1.98255479335785,
-1.65083467960358,1.82168078422546,
-1.96497189998627,1.87839877605438,
-1.89861643314362,1.80597627162933,
-1.97333931922913,1.8870142698288,
-1.84769403934479,1.97673642635345,
-1.86948418617249,1.93951404094696,
-1.9601743221283,1.99739825725555,
-1.9315437078476,1.85038685798645,
-1.93736565113068,1.98581397533417,
-1.98891961574554,1.91108787059784,
-1.71181094646454,1.88336944580078,
-1.91816377639771,1.84081482887268,
-1.93555343151093,1.91778576374054,
-1.75078094005585,1.83941197395325,
-1.73446130752563,1.95371341705322,
-1.96643924713135,1.70580565929413,
-1.80652034282684,1.99357545375824,
-1.6434600353241,1.63359296321869,
-1.98344576358795,1.94304740428925,
-1.81009030342102,1.95813691616058,
-1.75583612918854,1.96036624908447,
-1.95187258720398,1.98620843887329,
-1.88733613491058,1.69711410999298,
-1.9727658033371,1.96930420398712,
-1.95497477054596,1.9124037027359,
-1.80899250507355,1.8143744468689,
-1.93283462524414,1.87590944766998,
-1.84508955478668,1.99765384197235,
-1.8501091003418,1.96912169456482,
-1.9045957326889,1.89800226688385,
-1.99696826934814,1.91324174404144,
-1.91860997676849,1.78649938106537,
-1.96730470657349,1.86048829555511,
-1.88326787948608,1.84819889068604,
-1.98576748371124,1.94948709011078,
-1.69823372364044,1.88629257678986,
-1.89094388484955,1.96201682090759,
-1.89670538902283,1.99990916252136,
-1.98541641235352,1.97807061672211,
-1.84428060054779,1.75528836250305,
-1.76884329319,1.91443693637848,
-1.99368178844452,1.96740138530731,
-1.91445565223694,1.86697936058044,
-1.88131189346313,1.95589852333069,
-1.72155725955963,1.84373509883881,
-1.99969351291657,1.90022325515747,
-1.98850917816162,1.90591633319855,
-1.83054947853088,1.9761266708374,
-1.99187088012695,1.98179173469543,
-1.98352873325348,1.91874480247498,
-1.94805145263672,1.72789466381073,
-1.93615317344666,1.74672186374664,
-1.9498028755188,1.85307097434998,
-1.93272197246552,1.95841956138611,
-1.8572793006897,1.85008978843689,
-1.9406977891922,1.99899005889893,
-1.74328088760376,1.82347464561462,
-1.90128135681152,1.98283648490906,
-1.72899401187897,1.57486355304718,
-1.86998510360718,1.79956829547882,
-1.98435819149017,1.92880403995514,
-1.99066293239594,1.95722627639771,
-1.88041830062866,1.91978359222412,
-1.98434460163116,1.94229388237,
-1.99780690670013,1.8505038022995,
-1.86305797100067,1.62408244609833,
