Filename,GeneratorName,run,Initial_perturbation,Perturbation_Size,ImageNumber,Iteration,Expected_label(X),Predicted_label(Y),Classification
image_0_iteration37_X9_Y4.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,0,37,9,4,Misclassified
image_1_iteration19_X8_Y3.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,1,19,8,3,Misclassified
image_2_iteration67_X1_Y8.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,2,67,1,8,Misclassified
image_3_iteration4_X5_Y6.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,3,4,5,6,Misclassified
image_4_iteration41_X1_Y2.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,4,41,1,2,Misclassified
image_5_iteration62_X4_Y5.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,5,62,4,5,Misclassified
image_6_iteration5_X1_Y6.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,6,5,1,6,Misclassified
image_7_iteration45_X9_Y4.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,7,45,9,4,Misclassified
image_8_iteration53_X9_Y2.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,8,53,9,2,Misclassified
image_9_iteration10_X3_Y7.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,9,10,3,7,Misclassified
image_10_iteration17_X6_Y1.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,10,17,6,1,Misclassified
image_11_iteration45_X4_Y8.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,11,45,4,8,Misclassified
image_12_iteration62_X8_Y7.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,12,62,8,7,Misclassified
image_13_iteration41_X8_Y2.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,13,41,8,2,Misclassified
image_14_iteration34_X9_Y8.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,14,34,9,8,Misclassified
image_15_iteration30_X5_Y3.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,15,30,5,3,Misclassified
image_16_iteration28_X3_Y2.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,16,28,3,2,Misclassified
image_17_iteration24_X9_Y7.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,17,24,9,7,Misclassified
image_18_iteration19_X3_Y2.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,18,19,3,2,Misclassified
image_19_iteration2_X7_Y4.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,19,2,7,4,Misclassified
image_20_iteration65_X0_Y1.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,20,65,0,1,Misclassified
image_21_iteration7_X1_Y4.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,21,7,1,4,Misclassified
image_22_iteration2_X3_Y1.npy,mnist_sd,High,0.0216688718795776,0.0108344359397888,22,2,3,1,Misclassified
