Min,Max,
-2.26022458076477,1.61199498176575,
-2.07505989074707,1.65039277076721,
-1.67908453941345,3.10367870330811,
-1.93065345287323,1.67351603507996,
-2.02667212486267,1.85670983791351,
-3.26729941368103,2.6903281211853,
-2.00655937194824,2.62965321540833,
-1.69410336017609,1.75286936759949,
-1.78858351707459,3.06488347053528,
-1.91066217422485,1.87987542152405,
-1.24761688709259,1.59174728393555,
-2.13739562034607,1.69489133358002,
-1.51982951164246,1.58515059947968,
-2.39998245239258,2.19060564041138,
-2.03031182289124,3.20336747169495,
-1.92850625514984,1.72268319129944,
-3.05528807640076,1.33699357509613,
-1.21875131130219,1.2924896478653,
-2.01855158805847,2.40145468711853,
-1.49184226989746,1.93190383911133,
-1.95243394374847,2.0799241065979,
-1.61523509025574,2.1362566947937,
-1.12896168231964,3.4204843044281,
-1.71576106548309,2.82341480255127,
-1.83899426460266,2.37171411514282,
-2.11343908309937,1.69954419136047,
-1.7915962934494,1.76577591896057,
-3.19163608551025,1.98325657844543,
-2.28074860572815,2.90387392044067,
-2.66720128059387,2.32677555084229,
-1.81197774410248,2.30445861816406,
-1.39182841777802,1.82827055454254,
-2.5015561580658,1.79973149299622,
-2.00065588951111,3.02361607551575,
-1.47669529914856,1.46561253070831,
-2.37710976600647,1.86813831329346,
-1.55033922195435,1.78131234645844,
-1.76841020584106,2.07943224906921,
-1.44599223136902,2.4907066822052,
-2.70442843437195,2.12554097175598,
-1.55067825317383,2.5045440196991,
-1.43904328346252,2.16877031326294,
-1.9502809047699,1.87448143959045,
-1.69371175765991,3.12190055847168,
-1.52644181251526,1.95458078384399,
-2.06950497627258,2.47688698768616,
-3.05959153175354,1.81603300571442,
-2.031329870224,1.5286922454834,
-3.3834958076477,2.23027467727661,
-1.71367835998535,1.78577136993408,
-2.16177797317505,1.83730816841126,
-3.25858640670776,1.6767326593399,
-2.62511897087097,1.52947545051575,
-2.17452263832092,1.8983690738678,
-1.74608087539673,1.93889224529266,
-2.51817917823791,1.79002511501312,
-2.03774619102478,1.37111008167267,
-2.09256982803345,1.77073729038239,
-2.17846751213074,1.9394953250885,
-1.58651173114777,1.83010613918304,
-2.39299988746643,1.65763986110687,
-2.16386866569519,2.10929584503174,
-2.14370799064636,2.07747840881348,
-2.12666940689087,2.09987139701843,
-2.23117160797119,1.74384772777557,
-2.25384950637817,1.93974137306213,
-2.57590913772583,1.49757301807404,
-2.69817233085632,2.51515746116638,
-2.75399208068848,2.18707871437073,
-2.10115194320679,2.07233166694641,
-2.2790892124176,1.96099543571472,
-1.63705170154572,1.62411963939667,
-1.51320791244507,1.11287426948547,
-1.2306672334671,2.80384469032288,
-1.51447606086731,1.8702939748764,
-2.09019184112549,2.65967178344727,
-2.68222117424011,2.24779176712036,
-1.68294417858124,1.9924613237381,
-2.05222630500793,2.23315644264221,
-2.09120106697083,1.43908250331879,
