Sample,0:,Min,-3.5845251083374,,Max,3.77760338783264,
Sample,1:,Min,-3.85917949676514,,Max,3.62902045249939,
Sample,2:,Min,-3.94460129737854,,Max,3.95918083190918,
Sample,3:,Min,-3.80121064186096,,Max,3.98405027389526,
Sample,4:,Min,-3.8717622756958,,Max,3.75933361053467,
Sample,5:,Min,-3.83772706985474,,Max,3.68554759025574,
Sample,6:,Min,-3.7121729850769,,Max,3.95560359954834,
Sample,7:,Min,-3.90707182884216,,Max,3.73727226257324,
Sample,8:,Min,-3.95269227027893,,Max,4.07806825637817,
Sample,9:,Min,-3.85521531105042,,Max,3.73127484321594,
Sample,10:,Min,-3.51616263389587,,Max,3.91649699211121,
Sample,11:,Min,-3.72705030441284,,Max,3.92533898353577,
Sample,12:,Min,-3.93272924423218,,Max,3.46266007423401,
Sample,13:,Min,-4.06383419036865,,Max,3.98297238349915,
Sample,14:,Min,-4.39820337295532,,Max,3.78837823867798,
Sample,15:,Min,-3.83648586273193,,Max,3.7045361995697,
Sample,16:,Min,-4.2900915145874,,Max,4.04717636108398,
Sample,17:,Min,-4.01728820800781,,Max,3.69868445396423,
Sample,18:,Min,-4.22945499420166,,Max,4.41510963439941,
Sample,19:,Min,-3.97642755508423,,Max,4.46821975708008,
Sample,20:,Min,-4.46841144561768,,Max,4.26523542404175,
Sample,21:,Min,-3.63861703872681,,Max,3.87009644508362,
Sample,22:,Min,-3.95855236053467,,Max,3.97634267807007,
Sample,23:,Min,-3.47659158706665,,Max,3.66037583351135,
Sample,24:,Min,-4.40996265411377,,Max,4.32172250747681,
Sample,25:,Min,-3.97860765457153,,Max,3.6526312828064,
Sample,26:,Min,-3.94030690193176,,Max,4.58247709274292,
Sample,27:,Min,-4.255784034729,,Max,3.38133692741394,
Sample,28:,Min,-4.05555629730225,,Max,4.25662088394165,
Sample,29:,Min,-4.57984399795532,,Max,4.02966165542603,
Sample,30:,Min,-4.43553400039673,,Max,4.16288137435913,
Sample,31:,Min,-3.71946716308594,,Max,3.48759531974792,
Sample,32:,Min,-3.90849423408508,,Max,3.78061771392822,
Sample,33:,Min,-3.68434476852417,,Max,4.09894323348999,
Sample,34:,Min,-4.29252052307129,,Max,4.00643491744995,
Sample,35:,Min,-3.81855440139771,,Max,3.68821096420288,
Sample,36:,Min,-4.10919380187988,,Max,3.56776332855225,
Sample,37:,Min,-3.78278112411499,,Max,4.01271343231201,
Sample,38:,Min,-3.88320565223694,,Max,4.01254367828369,
Sample,39:,Min,-4.06466197967529,,Max,4.08486175537109,
Sample,40:,Min,-3.6285936832428,,Max,5.22806692123413,
Sample,41:,Min,-3.69174551963806,,Max,4.08099842071533,
Sample,42:,Min,-4.07489490509033,,Max,4.47828245162964,
Sample,43:,Min,-3.57704329490662,,Max,3.3914647102356,
Sample,44:,Min,-3.69148325920105,,Max,3.9933762550354,
Sample,45:,Min,-4.37942361831665,,Max,4.27950239181519,
Sample,46:,Min,-3.77645802497864,,Max,4.09028434753418,
Sample,47:,Min,-4.5630578994751,,Max,4.30681753158569,
Sample,48:,Min,-3.7865571975708,,Max,3.915203332901,
Sample,49:,Min,-4.30890607833862,,Max,3.96087598800659,
Sample,50:,Min,-4.25031614303589,,Max,4.14138746261597,
Sample,51:,Min,-4.0438027381897,,Max,3.96223163604736,
Sample,52:,Min,-3.86430621147156,,Max,3.91853189468384,
Sample,53:,Min,-4.47384786605835,,Max,3.67746329307556,
Sample,54:,Min,-3.64308142662048,,Max,4.01622772216797,
Sample,55:,Min,-3.93282008171082,,Max,3.92207026481628,
Sample,56:,Min,-3.62042760848999,,Max,3.56261372566223,
Sample,57:,Min,-4.14142036437988,,Max,4.05624389648438,
Sample,58:,Min,-3.91747808456421,,Max,4.14993095397949,
Sample,59:,Min,-3.85867786407471,,Max,3.48119711875916,
Sample,60:,Min,-4.61122512817383,,Max,3.78329014778137,
Sample,61:,Min,-4.23370552062988,,Max,4.43601417541504,
Sample,62:,Min,-4.26616430282593,,Max,3.96935629844666,
Sample,63:,Min,-3.79552984237671,,Max,3.91708588600159,
Sample,64:,Min,-3.80444574356079,,Max,3.77429032325745,
Sample,65:,Min,-4.45005941390991,,Max,3.71277165412903,
Sample,66:,Min,-3.94730091094971,,Max,4.10530662536621,
Sample,67:,Min,-3.77113246917725,,Max,3.66351771354675,
Sample,68:,Min,-3.92126393318176,,Max,3.64956593513489,
Sample,69:,Min,-3.92959499359131,,Max,3.88501954078674,
Sample,70:,Min,-3.89725804328918,,Max,3.63893222808838,
Sample,71:,Min,-3.93186950683594,,Max,4.07432317733765,
Sample,72:,Min,-4.20631694793701,,Max,4.30305624008179,
Sample,73:,Min,-4.45464658737183,,Max,4.40427112579346,
Sample,74:,Min,-3.90088438987732,,Max,3.81732892990112,
Sample,75:,Min,-3.6461329460144,,Max,3.63731503486633,
Sample,76:,Min,-3.80578184127808,,Max,4.04248428344727,
