Sample,0:,Min,-4.00974798202515,,Max,3.79263281822205
Sample,1:,Min,-3.67968130111694,,Max,3.78710460662842
Sample,2:,Min,-3.68955278396606,,Max,4.26777935028076
Sample,3:,Min,-4.19329452514648,,Max,4.30705690383911
Sample,4:,Min,-3.924311876297,,Max,3.996666431427
Sample,5:,Min,-4.41030073165894,,Max,4.08792448043823
Sample,6:,Min,-3.67789936065674,,Max,3.87090635299683
Sample,7:,Min,-3.91572093963623,,Max,3.7236156463623
Sample,8:,Min,-4.17921447753906,,Max,3.7897424697876
Sample,9:,Min,-3.99446058273315,,Max,4.31968927383423
Sample,10:,Min,-3.70729279518127,,Max,3.72222065925598
Sample,11:,Min,-3.73487281799316,,Max,3.89789533615112
Sample,12:,Min,-3.88153409957886,,Max,3.79840517044067
Sample,13:,Min,-4.04709100723267,,Max,3.78633737564087
Sample,14:,Min,-3.90694117546082,,Max,3.94150948524475
Sample,15:,Min,-3.68314146995544,,Max,3.84909725189209
Sample,16:,Min,-4.56720352172852,,Max,3.67275333404541
Sample,17:,Min,-4.19798183441162,,Max,3.71761441230774
Sample,18:,Min,-3.93603110313416,,Max,3.84336686134338
Sample,19:,Min,-4.28158855438232,,Max,3.76654839515686
Sample,20:,Min,-4.089768409729,,Max,4.24720573425293
Sample,21:,Min,-4.01129627227783,,Max,3.79180884361267
Sample,22:,Min,-3.81533336639404,,Max,3.75712084770203
Sample,23:,Min,-3.84992337226868,,Max,3.89217448234558
Sample,24:,Min,-3.7637050151825,,Max,3.65745615959167
Sample,25:,Min,-3.77393007278442,,Max,3.88586640357971
Sample,26:,Min,-3.61458444595337,,Max,3.89683103561401
Sample,27:,Min,-3.67115807533264,,Max,3.64117360115051
Sample,28:,Min,-3.77855730056763,,Max,4.05246639251709
Sample,29:,Min,-4.13735675811768,,Max,4.23911190032959
Sample,30:,Min,-4.84296464920044,,Max,3.81434488296509
Sample,31:,Min,-4.326744556427,,Max,3.81015133857727
Sample,32:,Min,-3.49694657325745,,Max,4.01586151123047
Sample,33:,Min,-3.87231874465942,,Max,3.84573221206665
Sample,34:,Min,-3.90874695777893,,Max,3.90286660194397
Sample,35:,Min,-3.53132081031799,,Max,3.76766633987427
Sample,36:,Min,-4.1999454498291,,Max,3.80658841133118
Sample,37:,Min,-3.98891377449036,,Max,3.80583357810974
Sample,38:,Min,-4.18102025985718,,Max,4.14448928833008
Sample,39:,Min,-3.96167325973511,,Max,3.98436045646667
Sample,40:,Min,-3.71880912780762,,Max,4.22047138214111
Sample,41:,Min,-4.79281234741211,,Max,3.69376969337463
