Min,Max,,,
-2.68994617462158,1.75781404972076,,,
-1.5362241268158,1.55680751800537,,,
-2.26070713996887,2.68922543525696,,,
-2.145911693573,1.8749965429306,,,
-2.04360485076904,3.22361612319946,,,
-1.77501571178436,1.40844714641571,,,
-0.976753652095795,3.0207531452179,,,
-1.34294891357422,1.63316059112549,,,
-1.69203948974609,1.26552259922028,,,
-2.75945019721985,1.96815180778503,,,
-1.02136373519897,2.63837504386902,,,
-2.19362998008728,1.66534018516541,,,
-1.98288786411285,1.56182467937469,,,
-2.16652202606201,3.75727677345276,,,
-2.12244939804077,1.78940558433533,,,
-1.64818680286407,1.38373959064484,,,
-1.43920528888702,1.55928587913513,,,
-1.78898859024048,2.46549224853516,,,
-2.06007933616638,0.90898072719574,,,
-1.8597047328949,2.74149346351624,,,
-2.20791625976562,2.28452849388123,,,
-1.93261027336121,1.2063080072403,,,
-1.17911267280579,2.35856509208679,,,
-1.53561234474182,2.89503002166748,,,
-2.69132304191589,1.30152404308319,,,
-3.16472268104553,1.47658801078796,,,
-2.95659351348877,2.01833772659302,,,
-2.17019152641296,1.92772841453552,,,
-2.06625175476074,1.77476608753204,,,
-2.80914735794067,1.67802095413208,,,
-2.05205249786377,1.59820115566254,,,
-1.36936211585999,1.81988799571991,,,
-1.12770068645477,2.22532963752747,,,
-1.52142882347107,2.2402777671814,,,
-2.81835222244263,1.58448302745819,,,
-1.45015442371368,1.80146479606628,,,
-1.66974472999573,1.58029770851135,,,
-1.84394872188568,1.29851472377777,,,
-3.35218119621277,3.73261213302612,,,
-1.59129023551941,1.75237464904785,,,
-3.43197107315063,1.79694652557373,,,
-1.54907155036926,1.56377732753754,,,
-1.05745339393616,1.95306134223938,,,
-1.79119455814362,3.56985545158386,,,
-3.94826745986938,2.66905093193054,,,
-0.79567813873291,3.03926467895508,,,
-1.90558779239655,1.50663709640503,,,
-1.48217391967773,1.84563767910004,,,
-1.87225723266602,3.59002709388733,,,
-1.31334483623505,1.25183093547821,,,
-1.65385103225708,3.3584578037262,,,
-1.79778933525085,2.36845588684082,,,
-0.755926132202148,2.73549628257751,,,
-0.944750905036926,3.05243325233459,,,
-1.74272394180298,1.8050217628479,,,
-1.53447079658508,2.59106111526489,,,
-1.77293705940247,1.88388299942017,,,
-1.53618121147156,1.49292719364166,,,
-2.23959374427795,1.9585337638855,,,
-1.8527660369873,2.66179728507996,,,
-2.23681569099426,2.97031044960022,,,
-1.73605251312256,2.34929203987122,,,
-3.85517525672913,1.12821900844574,,,
-1.36787867546082,2.73274922370911,,,
-3.14292645454407,1.48814260959625,,,
-2.39919328689575,1.55726289749146,,,
-2.90981268882751,2.21710991859436,,,
-1.64228594303131,1.74864256381989,,,
-1.42109572887421,1.60404443740845,,,
-1.2822448015213,1.05101633071899,,,
-1.51226449012756,1.24161624908447,,,
-3.4788064956665,1.86062717437744,,,
-1.63873028755188,1.63114404678345,,,
-1.19257152080536,2.13671827316284,,,
-1.51158273220062,1.49047124385834,,,
-2.98062372207642,2.14206886291504,,,
-2.00953650474548,1.19458198547363,,,
-1.48621535301209,2.35431003570557,,,
-1.16619741916657,2.20129823684692,,,
-1.57779633998871,0.959835350513458,,,
-1.45268261432648,1.69398534297943,,,
-1.78005850315094,1.5540417432785,,,
-1.51616132259369,3.12031149864197,,,
-2.1646933555603,1.18952322006226,,,
-1.21347630023956,1.69525730609894,,,
-2.26952433586121,1.48966038227081,,,
-1.41393351554871,2.62633919715881,,,
-1.87856686115265,2.65852189064026,,,
-1.67473459243774,1.43375754356384,,,
-1.83732831478119,1.19680798053741,,,
-2.85386538505554,1.52164995670319,,,
-1.4220587015152,3.23442482948303,,,
-1.08247327804565,2.77007436752319,,,
-2.30095481872559,2.05406737327576,,,
-2.69699430465698,3.16264152526855,,,
-2.85765218734741,2.48967838287354,,,
-2.04225564002991,1.69540762901306,,,
-2.34356999397278,1.50027573108673,,,
-3.23896074295044,3.20150351524353,,,
-1.98496127128601,1.23507261276245,,,
-1.50762832164764,1.76423692703247,,,
-1.89827609062195,1.3506293296814,,,
-2.38429546356201,4.18870878219605,,,
-2.56134033203125,2.79151844978333,,,
-2.00709652900696,2.49745798110962,,,
-1.97097182273865,1.34307825565338,,,
-1.77424359321594,1.24794661998749,,,
-1.80489242076874,2.02337336540222,,,
-1.37154984474182,1.88671624660492,,,
-2.06543970108032,1.7040741443634,,,
-2.38662171363831,1.45889687538147,,,
-2.02101612091064,2.06167554855347,,,
-2.01949143409729,1.32966673374176,,,
-2.07433843612671,1.86046838760376,,,
-2.28270101547241,2.62985444068909,,,
-2.05863380432129,1.66416203975678,,,
-1.89630961418152,0.730969190597534,,,
-1.95733320713043,2.17515063285828,,,
-1.51809775829315,1.97553586959839,,,
-1.58112525939941,1.85084748268127,,,
-2.08322763442993,3.11107444763184,,,
-2.50012111663818,2.72065997123718,,,
-1.20885109901428,1.40224528312683,,,
-1.54144823551178,1.73429930210114,,,
-1.95895206928253,0.971812129020691,,,
-2.59556174278259,1.48196399211884,,,
-2.10849046707153,2.95410084724426,,,
-2.21618819236755,3.48094630241394,,,
-2.85199594497681,0.977567672729492,,,
-3.6702253818512,2.77111053466797,,,
-1.65857458114624,1.24483287334442,,,
-1.25993299484253,1.76016187667847,,,
-1.74429988861084,1.74600410461426,,,
-2.04576373100281,1.47858572006226,,,
-1.39546418190002,2.7908763885498,,,
-1.88404750823975,0.976395666599274,,,
-1.26548182964325,1.36553573608398,,,
-2.26602649688721,2.32600259780884,,,
-2.15721964836121,2.0418438911438,,,
-2.28033375740051,2.58983111381531,,,
-2.56919240951538,3.87048006057739,,,
-2.4745659828186,1.20882201194763,,,
-1.42381644248962,1.24987554550171,,,
-1.71778190135956,2.37163329124451,,,
-2.21247100830078,1.89937508106232,,,
-1.87609767913818,1.63496971130371,,,
-1.06045246124268,1.77557647228241,,,
-1.02433979511261,2.85740637779236,,,
-1.3276880979538,0.869609236717224,,,
-2.76783490180969,1.52955436706543,,,
-2.30169534683228,1.49198710918427,,,
-2.02716636657715,1.93648326396942,,,
-1.56423473358154,1.16324579715729,,,
-1.81991469860077,0.913178563117981,,,
-2.72436761856079,3.87441682815552,,,
-1.44693696498871,1.91309762001038,,,
-2.09388589859009,1.37025594711304,,,
-1.86503505706787,1.44025218486786,,,
-2.78160881996155,1.52576661109924,,,
-2.63160181045532,2.23616695404053,,,
-0.933751046657562,2.06876254081726,,,
-1.08953285217285,2.83880019187927,,,
-2.92932367324829,2.02571582794189,,,
-2.08873915672302,2.19272685050964,,,
-1.41026926040649,2.44095730781555,,,
-1.80377352237701,1.20478701591492,,,
-2.12338256835937,1.52674853801727,,,
-1.74011361598969,1.3653644323349,,,
-1.44915342330933,1.9629145860672,,,
-1.57395958900452,1.97503125667572,,,
-3.14994287490845,1.92597770690918,,,
-2.38523697853088,1.88085043430328,,,
-2.43995785713196,3.39598226547241,,,
-1.64896488189697,1.7750506401062,,,
-1.0481094121933,2.56979608535767,,,
-2.1623706817627,2.29352831840515,,,
-1.6575893163681,3.34665465354919,,,
-2.14901375770569,2.08178567886353,,,
-2.02476787567139,1.54637026786804,,,
-0.844840288162231,1.61522245407105,,,
-2.25402808189392,1.64001929759979,,,
-1.56636357307434,2.09475994110107,,,
-2.2614803314209,1.26666736602783,,,
-1.74363303184509,3.28537559509277,,,
-2.1129002571106,1.58876872062683,,,
-1.98891222476959,2.2754487991333,,,
-2.1133017539978,2.09622025489807,,,
-3.61294507980347,2.83257341384888,,,
-2.43766260147095,1.92717230319977,,,
-2.27901172637939,3.22759795188904,,,
-1.53489708900452,1.70089459419251,,,
-1.84501147270203,1.88369369506836,,,
-1.7973804473877,1.67391705513001,,,
-1.85602784156799,2.6606388092041,,,
-2.00004696846008,2.41202354431152,,,
-1.57432448863983,1.19039225578308,,,
-1.59404444694519,2.29725766181946,,,
-2.57617354393005,1.58600950241089,,,
-1.32362520694733,1.4044771194458,,,
-0.950815081596375,4.1176552772522,,,
-1.06298351287842,1.83025991916657,,,
-0.916928231716156,2.02955031394958,,,
-3.06608247756958,2.75821352005005,,,
-2.77664875984192,2.21413898468018,,,
-2.06721663475037,1.59776902198792,,,
-1.96649050712585,1.21108555793762,,,
-1.65788269042969,1.19972407817841,,,
-2.23749899864197,1.80107975006104,,,
-2.12786388397217,2.37364196777344,,,
-2.81539916992187,2.58385467529297,,,
-1.7800714969635,2.12173223495483,,,
-0.748213887214661,1.44444739818573,,,
-1.23538041114807,2.05238795280457,,,
-3.36841821670532,2.05180788040161,,,
-2.30038475990295,3.28619074821472,,,
-4.96234798431397,1.63143384456635,,,
-1.4405232667923,2.1581768989563,,,
-1.66504371166229,1.95439231395721,,,
-3.47894954681396,2.79596781730652,,,
-1.39606511592865,2.52193117141724,,,
-1.6651623249054,1.8239951133728,,,
-0.486705720424652,1.53838443756104,,,
-1.31671988964081,1.21021687984467,,,
-2.17150187492371,1.22673285007477,,,
-1.79022264480591,1.03855109214783,,,
-1.67515170574188,1.08404064178467,,,
-2.2190089225769,3.39354372024536,,,
-1.15464246273041,1.45649826526642,,,
-1.57300245761871,1.85661816596985,,,
-1.47085082530975,1.93138015270233,,,
-2.49805164337158,1.76427531242371,,,
-1.62718200683594,0.996338784694672,,,
-1.56406605243683,1.71776342391968,,,
-1.4611234664917,1.07431614398956,,,
-1.88890433311462,1.62715065479279,,,
-1.72673416137695,3.79111361503601,,,
-2.58772563934326,1.51743733882904,,,
-1.5842798948288,2.97009062767029,,,
-2.48009157180786,2.40866041183472,,,
-1.68270266056061,2.18629455566406,,,
-1.13703095912933,1.98612713813782,,,
-2.66212916374207,2.18222975730896,,,
-2.44432163238525,1.73673510551453,,,
-0.861174643039703,1.67855334281921,,,
-2.14022374153137,1.81352317333221,,,
-1.36984872817993,1.80111360549927,,,
-3.25632333755493,2.38088989257812,,,
-1.85437989234924,0.889716446399689,,,
-1.94659304618835,2.08091115951538,,,
-2.54142570495605,1.51856482028961,,,
-1.83490908145905,2.85664486885071,,,
-1.95403695106506,1.50383603572845,,,
-2.25773930549622,2.2040433883667,,,
-3.03100275993347,1.78825414180756,,,
-0.827374160289764,1.50128602981567,,,
-2.8879828453064,3.89701318740845,,,
-2.33001017570496,1.63775181770325,,,
-1.91079497337341,2.01070499420166,,,
-1.84500956535339,1.02349996566772,,,
-2.55309867858887,1.73683726787567,,,
-3.20779275894165,2.16227865219116,,,
-1.37294900417328,3.30930542945862,,,
-1.49390530586243,1.34353613853455,,,
-1.08864223957062,2.4695086479187,,,
-1.69955182075501,2.6951847076416,,,
-1.09596586227417,2.54349660873413,,,
-2.3927891254425,2.35379910469055,,,
-3.52587056159973,3.67068266868591,,,
-1.04374814033508,1.32697880268097,,,
-2.33608341217041,2.40003442764282,,,
-1.81505084037781,1.55512249469757,,,
-1.97194361686707,1.11607217788696,,,
-1.51278686523438,2.18458294868469,,,
-1.86522686481476,1.84195101261139,,,
-2.1342339515686,1.08377957344055,,,
-1.33424782752991,1.70390450954437,,,
-1.58441424369812,1.2961140871048,,,
-3.11851930618286,1.97731840610504,,,
-2.64005923271179,2.25461411476135,,,
-3.39987468719482,1.75360071659088,,,
-1.98521113395691,0.790738582611084,,,
-2.58545398712158,3.47939348220825,,,
-2.34575724601746,2.18521761894226,,,
-2.6990385055542,2.11284565925598,,,
-1.88216936588287,3.32262301445007,,,
-2.3308732509613,2.52313280105591,,,
-1.99844002723694,2.50247597694397,,,
-0.972434341907501,3.93233513832092,,,
-1.66675555706024,2.28428030014038,,,
