Filename,GeneratorName,run,Initial_perturbation,Perturbation_Size,ImageNumber,Iteration,Expected_label(X),Predicted_label(Y),Classification
image_0_iteration133_X3_Y8.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,0,133,3,8,Misclassified
image_1_iteration229_X3_Y1.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,1,229,3,1,Misclassified
image_2_iteration250_X0_Y0.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,2,250,0,0,Classified
image_3_iteration250_X6_Y6.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,3,250,6,6,Classified
image_4_iteration124_X0_Y2.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,4,124,0,2,Misclassified
image_5_iteration250_X0_Y0.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,5,250,0,0,Classified
image_6_iteration250_X7_Y7.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,6,250,7,7,Classified
image_7_iteration152_X4_Y7.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,7,152,4,7,Misclassified
image_8_iteration250_X2_Y2.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,8,250,2,2,Classified
image_9_iteration250_X2_Y2.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,9,250,2,2,Classified
image_10_iteration11_X5_Y6.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,10,11,5,6,Misclassified
image_11_iteration250_X6_Y6.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,11,250,6,6,Classified
image_12_iteration1_X8_Y2.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,12,1,8,2,Misclassified
image_13_iteration250_X5_Y5.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,13,250,5,5,Classified
image_14_iteration139_X8_Y9.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,14,139,8,9,Misclassified
image_15_iteration49_X2_Y1.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,15,49,2,1,Misclassified
image_16_iteration250_X0_Y0.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,16,250,0,0,Classified
image_17_iteration250_X9_Y9.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,17,250,9,9,Classified
image_18_iteration250_X7_Y7.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,18,250,7,7,Classified
image_19_iteration41_X6_Y1.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,19,41,6,1,Misclassified
image_20_iteration250_X8_Y8.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,20,250,8,8,Classified
image_21_iteration250_X3_Y3.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,21,250,3,3,Classified
image_22_iteration43_X9_Y2.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,22,43,9,2,Misclassified
image_23_iteration52_X4_Y3.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,23,52,4,3,Misclassified
image_24_iteration250_X4_Y4.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,24,250,4,4,Classified
image_25_iteration186_X4_Y1.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,25,186,4,1,Misclassified
image_26_iteration250_X9_Y9.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,26,250,9,9,Classified
image_27_iteration250_X2_Y2.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,27,250,2,2,Classified
image_28_iteration189_X2_Y7.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,28,189,2,7,Misclassified
image_29_iteration250_X6_Y6.npy,svhn_gan,Low,0.00172531118392944,0.000862655591964722,29,250,6,6,Classified
